MaPhieu,ThoiDiemOnline,ThoiGianOnline
005373,17:02:00,01:18:00
005374,21:37:00,00:39:00
005375,18:20:00,00:33:00
005376,11:55:00,01:16:00
005377,11:07:00,01:01:00
005378,21:19:00,01:30:00
005379,10:22:00,01:24:00
005380,21:29:00,01:43:00
005381,19:22:00,01:04:00
005382,19:32:00,00:33:00
005383,09:27:00,00:19:00
005384,15:57:00,00:35:00
005385,18:13:00,01:04:00
005386,10:47:00,01:15:00
005387,21:45:00,01:42:00
005388,10:12:00,00:04:00
005389,09:09:00,00:55:00
005390,15:41:00,00:53:00
005391,10:10:00,00:01:00
005392,16:04:00,01:52:00
005393,11:15:00,01:41:00
005394,17:20:00,00:60:00
005395,21:44:00,00:02:00
005396,19:33:00,01:50:00
005397,15:55:00,00:42:00
005398,14:42:00,00:25:00
005399,13:28:00,00:36:00
005400,18:27:00,00:16:00
005401,12:02:00,01:49:00
005402,11:47:00,01:22:00
005403,18:16:00,01:25:00
005404,20:09:00,01:40:00
005405,21:59:00,00:30:00
005406,10:11:00,01:03:00
005407,19:42:00,00:49:00
005408,13:38:00,01:48:00
005409,19:11:00,00:24:00
005410,14:49:00,00:07:00
005411,21:16:00,00:38:00
005412,18:41:00,01:57:00
005413,11:11:00,01:49:00
005414,14:31:00,00:54:00
005415,15:32:00,00:46:00
005416,20:17:00,01:44:00
005417,19:04:00,00:05:00
005418,14:42:00,01:35:00
005419,17:02:00,00:36:00
005420,20:50:00,00:46:00
005421,12:30:00,00:51:00
005422,10:56:00,01:08:00
005423,20:49:00,01:38:00
005424,17:40:00,01:41:00
005425,21:16:00,00:44:00
005426,15:34:00,01:12:00
005427,10:45:00,00:41:00
005428,09:11:00,01:24:00
005429,10:12:00,01:02:00
005430,20:08:00,01:55:00
005431,14:48:00,01:58:00
005432,16:05:00,00:54:00
005433,18:55:00,00:55:00
005434,11:46:00,01:25:00
005435,09:58:00,01:31:00
005436,19:59:00,00:25:00
005437,09:27:00,01:54:00
005438,19:12:00,01:43:00
005439,12:45:00,00:26:00
005440,18:31:00,00:32:00
005441,13:14:00,01:30:00
005442,12:54:00,00:58:00
005443,13:30:00,01:60:00
005444,12:15:00,01:04:00
005445,09:13:00,00:34:00
005446,20:20:00,00:09:00
005447,21:26:00,00:11:00
005448,21:28:00,00:32:00
005449,15:21:00,01:52:00
005450,20:32:00,01:37:00
005451,20:03:00,00:13:00
005452,20:06:00,01:40:00
005453,13:08:00,00:35:00
005454,12:53:00,00:56:00
005455,12:00:00,00:18:00
005456,18:16:00,01:03:00
005457,09:20:00,00:40:00
005458,16:04:00,00:17:00
005459,11:40:00,00:11:00
005460,21:02:00,01:16:00
005461,09:58:00,01:35:00
005462,21:21:00,00:50:00
005463,18:14:00,00:09:00
005464,20:43:00,00:29:00
005465,18:02:00,01:00:00
005466,16:54:00,01:34:00
005467,15:09:00,00:27:00
005468,17:08:00,01:17:00
005469,10:19:00,00:30:00
005470,19:56:00,01:33:00
005471,12:17:00,01:58:00
005472,17:44:00,01:42:00
005473,18:44:00,01:09:00
005474,09:28:00,01:10:00
005475,18:52:00,00:41:00
005476,17:31:00,00:01:00
005477,17:19:00,01:32:00
005478,11:32:00,00:10:00
005479,15:43:00,00:26:00
005480,19:04:00,00:46:00
005481,12:47:00,00:56:00
005482,09:48:00,01:41:00
005483,19:45:00,01:45:00
005484,11:36:00,01:31:00
005485,16:15:00,00:27:00
005486,12:32:00,01:55:00
005487,17:31:00,01:10:00
005488,21:04:00,01:13:00
005489,20:06:00,01:59:00
005490,13:54:00,01:25:00
005491,21:10:00,01:00:00
005492,11:13:00,01:34:00
005493,09:06:00,01:24:00
005494,17:54:00,01:56:00
005495,19:00:00,01:43:00
005496,20:56:00,01:40:00
005497,13:16:00,00:57:00
005498,12:54:00,01:59:00
005499,10:36:00,00:27:00
005500,15:54:00,01:05:00
005501,09:03:00,01:18:00
005502,21:42:00,01:27:00
005503,20:15:00,01:07:00
005504,16:27:00,00:27:00
005505,19:25:00,00:52:00
005506,18:45:00,01:21:00
005507,13:56:00,00:14:00
005508,12:36:00,00:04:00
005509,20:32:00,01:30:00
005510,21:44:00,01:49:00
005511,14:40:00,01:24:00
005512,16:36:00,00:43:00
005513,20:51:00,01:21:00
005514,17:42:00,01:19:00
005515,10:22:00,00:29:00
005516,11:52:00,01:24:00
005517,11:58:00,01:20:00
005518,16:15:00,01:45:00
005519,16:24:00,00:13:00
005520,14:23:00,01:06:00
005521,11:55:00,00:31:00
005522,10:26:00,01:11:00
005523,16:27:00,01:08:00
005524,18:26:00,01:17:00
005525,09:19:00,00:20:00
005526,16:40:00,00:15:00
005527,14:15:00,01:56:00
005528,21:49:00,01:11:00
005529,14:45:00,01:20:00
005530,09:25:00,01:56:00
005531,10:46:00,00:55:00
005532,13:45:00,01:49:00
005533,21:11:00,01:11:00
005534,20:36:00,01:10:00
005535,18:37:00,00:26:00
005536,13:18:00,01:03:00
005537,21:00:00,01:14:00
005538,11:18:00,00:27:00
005539,14:36:00,00:27:00
005540,15:42:00,01:16:00
005541,18:38:00,00:20:00
005542,10:28:00,00:04:00
005543,18:27:00,01:38:00
005544,09:51:00,00:59:00
005545,09:05:00,00:51:00
005546,13:28:00,00:47:00
005547,16:20:00,00:07:00
005548,14:24:00,01:32:00
005549,14:02:00,00:40:00
005550,11:27:00,01:01:00
005551,10:09:00,00:07:00
005552,20:54:00,01:46:00
005553,18:13:00,01:50:00
005554,10:44:00,00:14:00
005555,11:24:00,00:51:00
005556,14:19:00,00:01:00
005557,20:25:00,00:47:00
005558,13:50:00,01:09:00
005559,15:58:00,01:48:00
005560,12:01:00,01:04:00
005561,10:11:00,01:08:00
005562,20:31:00,00:23:00
005563,19:19:00,00:11:00
005564,10:38:00,00:26:00
005565,09:14:00,01:05:00
005566,09:08:00,00:56:00
005567,19:08:00,00:45:00
005568,09:08:00,01:35:00
005569,10:32:00,00:38:00
005570,09:02:00,01:11:00
005571,16:26:00,01:15:00
005572,12:18:00,01:11:00
005573,12:35:00,01:60:00
005574,18:40:00,00:08:00
005575,21:57:00,00:15:00
005576,19:53:00,01:23:00
005577,16:44:00,01:09:00
005578,16:58:00,00:19:00
005579,13:00:00,00:31:00
005580,18:11:00,01:09:00
005581,20:19:00,00:04:00
005582,19:17:00,00:02:00
005583,15:41:00,00:43:00
005584,18:38:00,00:10:00
005585,21:47:00,01:18:00
005586,15:17:00,00:28:00
005587,19:23:00,01:39:00
005588,12:39:00,00:33:00
005589,13:37:00,00:59:00
005590,15:21:00,01:01:00
005591,14:46:00,00:32:00
005592,17:22:00,01:30:00
005593,11:14:00,00:16:00
005594,10:10:00,00:14:00
005595,11:50:00,01:08:00
005596,16:23:00,00:48:00
005597,11:46:00,00:31:00
005598,14:56:00,00:42:00
005599,13:00:00,00:42:00
005600,14:00:00,00:04:00
005601,13:23:00,01:56:00
005602,17:06:00,00:37:00
005603,21:39:00,01:01:00
005604,13:25:00,00:46:00
005605,15:20:00,00:03:00
005606,20:50:00,00:09:00
005607,09:01:00,00:59:00
005608,13:17:00,01:16:00
005609,10:35:00,01:10:00
005610,15:44:00,01:18:00
005611,15:16:00,00:26:00
005612,16:00:00,00:23:00
005613,21:10:00,01:31:00
005614,10:52:00,00:53:00
005615,15:52:00,00:50:00
005616,10:29:00,01:58:00
005617,11:33:00,00:16:00
005618,15:08:00,00:39:00
005619,17:17:00,00:56:00
005620,16:52:00,00:35:00
005621,21:39:00,01:49:00
005622,14:03:00,01:11:00
005623,16:15:00,01:15:00
005624,10:24:00,00:53:00
005625,16:58:00,00:48:00
005626,16:17:00,01:16:00
005627,16:29:00,00:21:00
005628,21:49:00,01:42:00
005629,14:41:00,00:15:00
005630,09:54:00,00:55:00
005631,20:41:00,01:53:00
005632,18:22:00,00:17:00
005633,21:20:00,00:52:00
005634,09:41:00,01:36:00
005635,21:44:00,00:12:00
005636,12:12:00,01:35:00
005637,20:27:00,01:05:00
005638,10:59:00,00:53:00
005639,11:49:00,01:03:00
005640,11:48:00,01:47:00
005641,17:33:00,00:17:00
005642,15:20:00,00:55:00
005643,10:40:00,01:20:00
005644,12:39:00,00:54:00
005645,12:52:00,00:23:00
005646,10:41:00,00:45:00
005647,17:14:00,01:41:00
005648,18:43:00,00:23:00
005649,17:44:00,01:23:00
005650,18:40:00,01:37:00
005651,11:57:00,01:00:00
005652,20:45:00,01:24:00
005653,17:01:00,01:51:00
005654,11:49:00,01:12:00
005655,11:21:00,01:46:00
005656,19:48:00,00:35:00
005657,12:58:00,00:28:00
005658,12:39:00,00:18:00
005659,16:38:00,00:38:00
005660,14:31:00,01:28:00
005661,20:04:00,01:26:00
005662,13:47:00,01:54:00
005663,16:52:00,01:48:00
005664,15:28:00,01:19:00
005665,19:54:00,00:43:00
005666,20:30:00,01:60:00
005667,15:48:00,00:16:00
005668,12:15:00,01:60:00
005669,12:12:00,01:53:00
005670,10:01:00,01:32:00
005671,11:08:00,01:42:00
005672,16:05:00,01:15:00
005673,10:07:00,01:12:00
005674,15:00:00,01:36:00
005675,21:44:00,01:49:00
005676,12:49:00,00:30:00
005677,14:01:00,00:32:00
005678,12:09:00,00:47:00
005679,14:10:00,00:41:00
005680,09:36:00,00:26:00
005681,11:24:00,01:19:00
005682,17:48:00,00:57:00
005683,16:13:00,00:03:00
005684,21:06:00,00:11:00
005685,11:57:00,00:08:00
005686,15:37:00,01:41:00
005687,12:53:00,01:20:00
005688,15:13:00,00:05:00
005689,14:33:00,01:43:00
005690,11:15:00,00:04:00
005691,15:37:00,01:20:00
005692,15:01:00,01:60:00
005693,21:52:00,00:51:00
005694,17:01:00,00:58:00
005695,21:48:00,00:29:00
005696,09:42:00,01:05:00
005697,17:41:00,01:17:00
005698,12:23:00,00:09:00
005699,21:04:00,00:44:00
005700,19:30:00,01:48:00
005701,16:07:00,01:25:00
005702,20:22:00,01:42:00
005703,13:36:00,00:53:00
005704,10:12:00,01:43:00
005705,15:45:00,01:06:00
005706,12:15:00,01:43:00
005707,15:46:00,01:25:00
005708,17:41:00,00:07:00
005709,10:01:00,01:04:00
005710,11:24:00,01:05:00
005711,19:37:00,01:35:00
005712,14:03:00,00:58:00
005713,10:24:00,01:50:00
005714,20:45:00,01:25:00
005715,11:24:00,00:15:00
005716,18:05:00,00:50:00
005717,15:54:00,00:05:00
005718,20:52:00,01:04:00
005719,17:18:00,01:04:00
005720,17:12:00,01:58:00
005721,17:42:00,01:37:00
005722,13:31:00,00:34:00
005723,18:32:00,00:21:00
005724,20:58:00,00:10:00
005725,17:59:00,00:20:00
005726,09:13:00,00:34:00
005727,19:31:00,01:23:00
005728,20:48:00,00:28:00
005729,12:14:00,01:17:00
005730,12:34:00,01:36:00
005731,15:36:00,00:17:00
005732,14:37:00,00:38:00
005733,14:41:00,00:16:00
005734,15:48:00,00:26:00
005735,12:49:00,01:37:00
005736,16:00:00,00:01:00
005737,09:55:00,00:33:00
005738,18:57:00,01:53:00
005739,19:31:00,00:23:00
005740,12:24:00,00:24:00
005741,20:39:00,01:16:00
005742,19:38:00,00:39:00
005743,15:01:00,00:56:00
005744,11:41:00,00:41:00
005745,14:08:00,00:45:00
005746,10:33:00,00:31:00
005747,13:53:00,01:17:00
005748,11:39:00,01:03:00
005749,18:54:00,00:40:00
005750,16:09:00,01:12:00
005751,14:54:00,01:57:00
005752,09:26:00,00:42:00
005753,12:25:00,01:17:00
005754,11:21:00,01:03:00
005755,21:44:00,01:51:00
005756,11:43:00,01:48:00
005757,11:16:00,00:15:00
005758,14:50:00,00:17:00
005759,11:23:00,00:45:00
005760,18:44:00,01:24:00
005761,20:42:00,01:31:00
005762,17:53:00,01:58:00
005763,15:09:00,00:47:00
005764,19:43:00,00:33:00
005765,12:24:00,01:52:00
005766,17:01:00,00:19:00
005767,13:39:00,01:17:00
005768,17:21:00,01:04:00
005769,13:60:00,01:51:00
005770,18:03:00,00:00:00
005771,17:36:00,01:53:00
005772,11:54:00,01:11:00
005773,20:46:00,01:60:00
005774,15:50:00,01:59:00
005775,20:22:00,01:37:00
005776,18:20:00,00:43:00
005777,16:20:00,01:23:00
005778,13:17:00,01:37:00
005779,17:11:00,01:54:00
005780,12:19:00,01:21:00
005781,13:52:00,00:19:00
005782,19:34:00,00:00:00
005783,09:25:00,00:14:00
005784,20:22:00,01:33:00
005785,17:44:00,00:59:00
005786,20:45:00,00:52:00
005787,15:53:00,01:03:00
005788,13:40:00,01:15:00
005789,14:34:00,00:33:00
005790,15:14:00,01:59:00
005791,10:54:00,01:06:00
005792,13:36:00,01:26:00
005793,17:19:00,00:46:00
005794,13:34:00,00:60:00
005795,13:16:00,01:24:00
005796,13:21:00,00:56:00
005797,18:50:00,00:31:00
005798,10:38:00,01:28:00
005799,19:14:00,00:09:00
005800,13:58:00,01:17:00
005801,18:20:00,01:58:00
005802,12:33:00,01:27:00
005803,19:23:00,00:53:00
005804,11:23:00,01:22:00
005805,17:53:00,00:33:00
005806,18:41:00,00:59:00
005807,12:54:00,00:15:00
005808,13:54:00,00:11:00
005809,11:18:00,01:56:00
005810,14:46:00,00:22:00
005811,09:09:00,00:16:00
005812,19:48:00,01:25:00
005813,13:07:00,00:20:00
005814,20:44:00,01:06:00
005815,17:51:00,00:38:00
005816,20:15:00,01:34:00
005817,11:14:00,01:57:00
005818,15:37:00,00:33:00
005819,17:15:00,00:37:00
005820,16:06:00,00:28:00
005821,13:22:00,00:13:00
005822,12:40:00,01:52:00
005823,17:12:00,01:23:00
005824,20:21:00,00:57:00
005825,14:22:00,00:00:00
005826,20:10:00,00:29:00
005827,12:23:00,01:01:00
005828,15:03:00,00:53:00
005829,17:48:00,00:49:00
005830,18:59:00,01:27:00
005831,10:13:00,00:31:00
005832,10:13:00,01:36:00
005833,16:23:00,01:42:00
005834,18:16:00,00:11:00
005835,17:19:00,01:11:00
005836,15:41:00,01:25:00
005837,16:08:00,01:32:00
005838,15:57:00,01:00:00
005839,09:14:00,01:28:00
005840,14:09:00,01:09:00
005841,13:23:00,00:34:00
005842,17:01:00,01:57:00
005843,11:13:00,01:14:00
005844,14:39:00,01:36:00
005845,13:58:00,01:56:00
005846,16:10:00,00:17:00
005847,13:06:00,00:00:00
005848,16:15:00,01:57:00
005849,15:16:00,01:42:00
005850,21:38:00,00:51:00
005851,20:13:00,00:26:00
005852,09:25:00,01:58:00
005853,09:46:00,00:16:00
005854,19:48:00,00:02:00
005855,18:34:00,01:21:00
005856,21:34:00,00:03:00
005857,10:56:00,01:55:00
005858,20:21:00,00:22:00
005859,11:27:00,01:32:00
005860,17:03:00,00:29:00
005861,21:21:00,01:60:00
005862,18:45:00,01:37:00
005863,12:23:00,01:08:00
005864,20:48:00,00:17:00
005865,15:06:00,01:33:00
005866,19:08:00,01:41:00
005867,17:44:00,01:42:00
005868,12:25:00,01:55:00
005869,13:15:00,00:11:00
005870,17:01:00,01:23:00
005871,17:51:00,00:46:00
005872,09:53:00,00:22:00
005873,09:16:00,01:12:00
005874,14:58:00,00:59:00
005875,14:38:00,00:57:00
005876,13:24:00,01:45:00
005877,21:21:00,00:50:00
005878,13:60:00,01:56:00
005879,14:14:00,00:24:00
005880,12:09:00,00:57:00
005881,15:38:00,00:02:00
005882,19:26:00,01:41:00
005883,12:59:00,01:52:00
005884,18:56:00,01:35:00
005885,10:47:00,01:29:00
005886,09:17:00,01:38:00
005887,12:12:00,01:28:00
005888,13:06:00,00:05:00
005889,18:08:00,00:46:00
005890,18:29:00,00:42:00
005891,17:46:00,01:11:00
005892,16:12:00,00:58:00
005893,11:50:00,00:01:00
005894,10:53:00,01:59:00
005895,20:57:00,00:54:00
005896,13:20:00,01:51:00
005897,15:49:00,00:02:00
005898,09:53:00,00:20:00
005899,21:55:00,00:21:00
005900,11:27:00,01:09:00
005901,21:32:00,00:59:00
005902,11:31:00,00:59:00
005903,12:53:00,00:43:00
005904,18:23:00,00:49:00
005905,19:09:00,00:55:00
005906,11:47:00,01:55:00
005907,14:17:00,00:38:00
005908,13:33:00,01:60:00
005909,15:06:00,00:26:00
005910,13:10:00,01:37:00
005911,12:21:00,01:11:00
005912,09:09:00,01:07:00
005913,14:44:00,01:39:00
005914,11:54:00,00:27:00
005915,12:32:00,01:42:00
005916,12:28:00,00:51:00
005917,20:07:00,00:21:00
005918,17:25:00,00:32:00
005919,19:08:00,01:08:00
005920,16:30:00,00:03:00
005921,14:29:00,00:07:00
005922,13:60:00,01:45:00
005923,09:46:00,01:18:00
005924,21:05:00,00:03:00
005925,17:08:00,01:56:00
005926,16:28:00,00:47:00
005927,12:22:00,00:05:00
005928,18:60:00,01:44:00
005929,16:14:00,00:46:00
005930,10:54:00,01:07:00
005931,13:17:00,00:02:00
005932,20:21:00,01:32:00
005933,14:51:00,01:15:00
005934,14:10:00,01:49:00
005935,11:19:00,00:07:00
005936,19:24:00,01:45:00
005937,19:02:00,00:42:00
005938,16:39:00,00:19:00
005939,20:46:00,00:08:00
005940,21:00:00,01:54:00
005941,21:45:00,01:49:00
005942,15:26:00,00:32:00
005943,10:52:00,01:41:00
005944,14:10:00,00:18:00
005945,19:60:00,00:19:00
005946,10:27:00,00:10:00
005947,14:29:00,00:22:00
005948,19:16:00,00:07:00
005949,17:29:00,00:20:00
005950,17:16:00,00:60:00
005951,09:50:00,01:47:00
005952,13:53:00,01:01:00
005953,14:11:00,01:07:00
005954,12:29:00,00:24:00
005955,21:35:00,01:34:00
005956,11:41:00,00:46:00
005957,16:31:00,00:05:00
005958,10:04:00,00:04:00
005959,14:39:00,00:37:00
005960,12:19:00,01:46:00
005961,13:48:00,00:31:00
005962,19:33:00,01:35:00
005963,14:49:00,00:25:00
005964,17:57:00,01:46:00
005965,09:18:00,01:30:00
005966,20:50:00,01:30:00
005967,11:36:00,01:54:00
005968,09:42:00,00:10:00
005969,13:21:00,00:09:00
005970,19:04:00,01:12:00
005971,13:09:00,01:37:00
005972,18:27:00,01:32:00
005973,12:01:00,01:33:00
005974,20:56:00,01:22:00
005975,13:17:00,00:06:00
005976,18:19:00,01:47:00
005977,17:01:00,01:35:00
005978,11:41:00,00:32:00
005979,15:41:00,00:16:00
005980,20:13:00,01:09:00
005981,09:60:00,01:39:00
005982,16:13:00,01:53:00
005983,14:40:00,01:43:00
005984,21:09:00,01:47:00
005985,19:01:00,01:17:00
005986,18:06:00,01:23:00
005987,13:07:00,00:04:00
005988,18:39:00,00:58:00
005989,20:49:00,01:53:00
005990,21:37:00,00:03:00
005991,19:47:00,01:42:00
005992,09:43:00,01:37:00
005993,12:29:00,00:53:00
005994,09:18:00,01:48:00
005995,20:51:00,01:38:00
005996,17:37:00,00:26:00
005997,18:25:00,01:49:00
005998,18:59:00,01:44:00
005999,15:28:00,00:05:00
006000,13:46:00,01:35:00
006001,14:19:00,00:36:00
006002,12:33:00,00:25:00
006003,19:42:00,00:19:00
006004,17:07:00,01:32:00
006005,18:20:00,00:30:00
006006,14:14:00,01:34:00
006007,09:39:00,01:39:00
006008,19:19:00,00:45:00
006009,14:58:00,01:18:00
006010,17:45:00,00:50:00
006011,15:16:00,01:53:00
006012,09:60:00,01:49:00
006013,19:28:00,00:26:00
006014,19:34:00,00:05:00
006015,21:22:00,00:30:00
006016,10:08:00,01:17:00
006017,17:42:00,00:31:00
006018,13:07:00,00:07:00
006019,12:28:00,01:25:00
006020,20:19:00,00:20:00
006021,12:44:00,01:51:00
006022,16:03:00,01:13:00
006023,17:10:00,00:28:00
006024,09:16:00,01:21:00
006025,14:55:00,00:18:00
006026,20:29:00,00:26:00
006027,09:49:00,00:52:00
006028,21:54:00,00:51:00
006029,10:41:00,01:03:00
006030,13:34:00,01:60:00
006031,15:34:00,01:14:00
006032,09:59:00,01:09:00
006033,09:27:00,00:52:00
006034,15:53:00,00:38:00
006035,17:17:00,00:32:00
006036,18:14:00,00:00:00
006037,21:08:00,00:02:00
006038,17:16:00,01:24:00
006039,10:57:00,00:51:00
006040,21:56:00,00:42:00
006041,17:48:00,00:34:00
006042,18:42:00,00:13:00
006043,17:45:00,01:43:00
006044,19:51:00,01:14:00
006045,16:06:00,01:22:00
006046,17:44:00,00:27:00
006047,21:40:00,00:59:00
006048,19:49:00,00:07:00
006049,15:32:00,01:36:00
006050,16:24:00,01:57:00
006051,11:55:00,01:48:00
006052,14:00:00,01:27:00
006053,17:11:00,00:01:00
006054,18:34:00,00:51:00
006055,18:02:00,01:48:00
006056,17:38:00,00:45:00
006057,12:17:00,01:45:00
006058,17:47:00,00:49:00
006059,21:30:00,00:36:00
006060,12:26:00,00:45:00
006061,18:01:00,01:54:00
006062,19:57:00,00:46:00
006063,19:17:00,00:57:00
006064,11:17:00,00:53:00
006065,19:03:00,01:53:00
006066,16:31:00,01:43:00
006067,20:21:00,00:31:00
006068,16:54:00,01:54:00
006069,20:49:00,01:27:00
006070,11:48:00,01:32:00
006071,17:15:00,01:41:00
006072,12:12:00,00:21:00
006073,13:33:00,00:57:00
006074,14:15:00,01:15:00
006075,16:48:00,01:54:00
006076,18:24:00,01:17:00
006077,14:08:00,01:55:00
006078,19:04:00,00:13:00
006079,15:35:00,00:02:00
006080,17:37:00,00:10:00
006081,15:14:00,01:26:00
006082,17:49:00,01:30:00
006083,09:10:00,00:11:00
006084,11:00:00,01:57:00
006085,11:31:00,01:57:00
006086,12:05:00,01:40:00
006087,20:24:00,00:37:00
006088,21:60:00,01:44:00
006089,09:22:00,00:16:00
006090,12:57:00,01:48:00
006091,09:56:00,01:17:00
006092,12:12:00,00:47:00
006093,10:23:00,01:47:00
006094,16:34:00,00:18:00
006095,12:27:00,01:32:00
006096,16:22:00,00:39:00
006097,11:60:00,01:43:00
006098,15:15:00,00:33:00
006099,10:20:00,00:51:00
006100,10:38:00,01:30:00
006101,21:18:00,00:13:00
006102,17:25:00,01:12:00
006103,20:49:00,01:44:00
006104,13:47:00,01:30:00
006105,15:32:00,01:46:00
006106,11:02:00,00:04:00
006107,16:13:00,00:06:00
006108,13:35:00,00:05:00
006109,11:30:00,01:14:00
006110,10:46:00,00:43:00
006111,13:19:00,00:53:00
006112,13:53:00,01:28:00
006113,17:31:00,00:49:00
006114,15:00:00,00:50:00
006115,19:43:00,00:59:00
006116,11:42:00,01:29:00
006117,16:56:00,00:59:00
006118,20:40:00,01:56:00
006119,17:38:00,01:45:00
006120,12:33:00,00:11:00
006121,20:50:00,01:31:00
006122,17:51:00,00:26:00
006123,20:49:00,01:60:00
006124,19:17:00,00:36:00
006125,14:19:00,00:41:00
006126,17:50:00,01:30:00
006127,15:19:00,00:26:00
006128,11:12:00,00:54:00
006129,19:09:00,01:00:00
006130,21:03:00,00:56:00
006131,13:36:00,01:42:00
006132,18:01:00,00:41:00
006133,14:01:00,00:37:00
006134,21:01:00,00:24:00
006135,17:60:00,01:20:00
006136,19:50:00,00:02:00
006137,19:48:00,00:44:00
006138,17:23:00,00:30:00
006139,15:17:00,00:06:00
006140,15:01:00,01:59:00
006141,12:05:00,01:60:00
006142,16:49:00,00:08:00
006143,20:57:00,01:36:00
006144,20:31:00,01:42:00
006145,21:26:00,00:07:00
006146,14:35:00,00:48:00
006147,19:46:00,01:45:00
006148,20:12:00,00:50:00
006149,16:54:00,01:38:00
006150,17:43:00,01:26:00
006151,09:01:00,01:34:00
006152,21:08:00,00:45:00
006153,13:19:00,00:28:00
006154,09:11:00,01:19:00
006155,15:13:00,01:34:00
006156,16:16:00,01:53:00
006157,11:00:00,01:12:00
006158,10:19:00,01:33:00
006159,14:53:00,00:59:00
006160,18:29:00,01:13:00
006161,12:46:00,01:55:00
006162,10:47:00,00:47:00
006163,10:25:00,01:59:00
006164,20:53:00,01:19:00
006165,11:11:00,01:00:00
006166,15:10:00,01:15:00
006167,17:38:00,00:29:00
006168,18:07:00,01:34:00
006169,19:19:00,01:13:00
006170,09:35:00,01:50:00
006171,19:51:00,00:02:00
006172,14:12:00,01:41:00
006173,14:47:00,01:27:00
006174,18:42:00,00:16:00
006175,21:21:00,00:51:00
006176,15:58:00,01:08:00
006177,12:43:00,01:52:00
006178,12:34:00,00:55:00
006179,17:31:00,01:35:00
006180,11:11:00,00:07:00
006181,11:02:00,00:24:00
006182,13:42:00,00:43:00
006183,09:49:00,00:51:00
006184,09:33:00,00:38:00
006185,21:31:00,00:28:00
006186,11:14:00,01:58:00
006187,17:48:00,00:01:00
006188,19:22:00,01:45:00
006189,19:22:00,00:29:00
006190,16:30:00,01:25:00
006191,18:29:00,00:46:00
006192,16:39:00,00:15:00
006193,14:53:00,01:43:00
006194,20:09:00,01:20:00
006195,15:12:00,01:44:00
006196,20:07:00,01:14:00
006197,13:50:00,01:19:00
006198,21:32:00,01:34:00
006199,13:55:00,00:54:00
006200,15:35:00,01:38:00
006201,14:21:00,01:33:00
006202,11:28:00,01:23:00
006203,20:19:00,01:00:00
006204,13:39:00,01:57:00
006205,15:12:00,00:11:00
006206,20:50:00,01:02:00
006207,17:26:00,01:43:00
006208,10:28:00,00:20:00
006209,19:28:00,01:05:00
006210,18:54:00,01:57:00
006211,17:46:00,01:58:00
006212,16:05:00,00:51:00
006213,17:00:00,00:29:00
006214,18:17:00,00:07:00
006215,09:06:00,01:47:00
006216,11:18:00,01:01:00
006217,12:23:00,01:32:00
006218,19:26:00,01:28:00
006219,16:01:00,01:24:00
006220,16:41:00,01:05:00
006221,09:51:00,00:11:00
006222,12:46:00,01:10:00
006223,12:57:00,01:26:00
006224,15:38:00,00:15:00
006225,14:13:00,00:53:00
006226,21:50:00,00:51:00
006227,11:24:00,01:30:00
006228,18:51:00,00:37:00
006229,11:13:00,01:13:00
006230,19:27:00,01:28:00
006231,11:04:00,01:35:00
006232,21:13:00,00:13:00
006233,10:24:00,00:55:00
006234,19:01:00,01:31:00
006235,16:25:00,01:51:00
006236,21:52:00,01:00:00
006237,10:00:00,01:36:00
006238,12:59:00,00:31:00
006239,13:45:00,00:39:00
006240,11:26:00,01:01:00
006241,11:10:00,01:41:00
006242,13:44:00,00:11:00
