MaPhieu,KhuVuc,SoLuongKhach,GioDen,GhiChu
003217,2,10,10:35:00,
003218,1,9,14:35:00,
003219,3,8,14:42:00,
003220,3,5,13:42:00,
003221,2,4,20:50:00,
003222,1,8,13:04:00,
003223,2,10,11:08:00,
003224,3,4,16:00:00,
003225,2,4,16:21:00,
003226,1,3,20:49:00,
003227,3,2,20:32:00,
003228,3,4,15:47:00,
003229,3,8,21:28:00,
003230,1,11,10:18:00,
003231,2,6,20:48:00,
003232,2,4,09:08:00,
003233,2,4,15:20:00,
003234,2,5,12:07:00,
003235,3,7,13:04:00,
003236,2,2,17:11:00,
003237,2,7,10:23:00,
003238,2,4,19:05:00,
003239,1,10,18:18:00,
003240,3,8,21:46:00,
003241,2,9,16:22:00,
003242,1,2,16:13:00,
003243,3,3,16:40:00,
003244,3,6,10:04:00,
003245,1,8,17:15:00,
003246,2,6,15:48:00,
003247,3,10,16:38:00,
003248,2,7,16:46:00,
003249,2,8,13:28:00,
003250,2,6,10:49:00,
003251,1,5,15:12:00,
003252,3,5,14:17:00,
003253,3,2,15:07:00,
003254,2,11,12:01:00,
003255,2,6,10:26:00,
003256,3,4,10:40:00,
003257,3,4,15:01:00,
003258,3,11,20:18:00,
003259,2,6,14:18:00,
003260,1,11,10:44:00,
003261,1,9,21:31:00,
003262,1,11,15:29:00,
003263,3,7,14:46:00,
003264,1,8,14:16:00,
003265,1,3,13:40:00,
003266,3,8,14:23:00,
003267,3,7,16:33:00,
003268,1,9,12:44:00,
003269,1,8,15:21:00,
003270,3,5,16:04:00,
003271,3,3,13:09:00,
003272,2,9,09:44:00,
003273,3,10,19:10:00,
003274,1,5,09:44:00,
003275,2,10,21:38:00,
003276,2,2,13:20:00,
003277,2,11,21:04:00,
003278,1,3,19:37:00,
003279,2,6,15:47:00,
003280,2,10,13:33:00,
003281,2,2,10:31:00,
003282,2,2,18:21:00,
003283,1,9,11:37:00,
003284,1,6,11:20:00,
003285,2,7,16:19:00,
003286,3,9,20:14:00,
003287,1,3,09:50:00,
003288,2,11,21:19:00,
003289,2,11,13:42:00,
003290,3,7,12:21:00,
003291,3,6,21:33:00,
003292,2,10,20:05:00,
003293,1,8,14:50:00,
003294,2,4,10:25:00,
003295,2,4,16:40:00,
003296,2,7,09:46:00,
003297,3,6,17:49:00,
003298,2,5,15:14:00,
003299,1,11,17:18:00,
003300,3,5,16:41:00,
003301,2,11,13:44:00,
003302,1,7,14:13:00,
003303,3,4,15:38:00,
003304,2,8,19:40:00,
003305,1,3,16:44:00,
003306,3,7,15:18:00,
003307,1,10,18:50:00,
003308,1,11,16:16:00,
003309,2,4,11:50:00,
003310,1,5,14:17:00,
003311,3,5,11:40:00,
003312,3,6,14:07:00,
003313,1,8,21:44:00,
003314,1,2,19:30:00,
003315,2,9,14:50:00,
003316,1,2,17:04:00,
003317,2,2,14:01:00,
003318,2,8,14:25:00,
003319,1,5,17:35:00,
003320,1,9,20:27:00,
003321,3,10,18:04:00,
003322,1,8,10:18:00,
003323,2,11,21:07:00,
003324,3,11,18:31:00,
003325,1,6,14:19:00,
003326,3,11,12:26:00,
003327,1,4,15:44:00,
003328,3,6,11:09:00,
003329,1,7,13:45:00,
003330,1,4,09:16:00,
003331,2,9,18:37:00,
003332,2,3,21:08:00,
003333,1,9,15:29:00,
003334,2,3,10:12:00,
003335,2,6,09:02:00,
003336,1,4,17:21:00,
003337,3,4,21:01:00,
003338,2,9,11:29:00,
003339,3,6,19:40:00,
003340,2,7,13:08:00,
003341,2,5,16:45:00,
003342,2,8,13:28:00,
003343,2,8,14:49:00,
003344,1,6,20:45:00,
003345,2,3,14:36:00,
003346,1,5,09:24:00,
003347,2,3,11:15:00,
003348,3,4,21:44:00,
003349,3,2,15:01:00,
003350,1,2,09:44:00,
003351,2,10,15:25:00,
003352,1,3,13:33:00,
003353,1,9,13:04:00,
003354,1,2,17:34:00,
003355,1,11,10:15:00,
003356,3,2,21:03:00,
003357,1,4,10:11:00,
003358,2,8,09:20:00,
003359,1,6,19:45:00,
003360,2,4,15:45:00,
003361,3,6,09:40:00,
003362,3,10,09:18:00,
003363,3,4,19:17:00,
003364,1,4,16:12:00,
003365,1,3,16:06:00,
003366,2,3,21:45:00,
003367,1,11,13:46:00,
003368,3,2,17:41:00,
003369,3,6,17:31:00,
003370,3,8,21:33:00,
003371,3,10,13:20:00,
003372,2,3,12:34:00,
003373,2,3,19:04:00,
003374,3,8,18:27:00,
003375,1,9,18:06:00,
003376,3,4,17:13:00,
003377,1,4,12:49:00,
003378,1,7,21:42:00,
003379,3,2,16:00:00,
003380,1,8,11:12:00,
003381,2,7,19:37:00,
003382,2,6,14:14:00,
003383,3,9,14:03:00,
003384,3,9,14:40:00,
003385,3,10,12:40:00,
003386,1,10,21:36:00,
003387,1,2,12:24:00,
003388,2,6,12:39:00,
003389,3,3,14:43:00,
003390,2,8,19:13:00,
003391,2,6,17:31:00,
003392,2,4,11:10:00,
003393,2,2,17:26:00,
003394,2,3,11:05:00,
003395,2,5,12:42:00,
003396,3,2,13:49:00,
003397,1,5,21:37:00,
003398,2,5,19:08:00,
003399,1,2,11:11:00,
003400,2,2,13:22:00,
003401,2,5,16:38:00,
003402,2,6,17:10:00,
003403,2,4,18:18:00,
003404,3,6,12:44:00,
003405,2,2,17:41:00,
003406,2,9,11:33:00,
003407,2,3,17:17:00,
003408,2,10,11:14:00,
003409,1,6,19:20:00,
003410,2,9,20:08:00,
003411,3,2,15:13:00,
003412,1,3,10:13:00,
003413,3,2,16:49:00,
003414,3,2,13:43:00,
003415,3,4,17:08:00,
003416,3,6,10:25:00,
003417,1,3,20:18:00,
003418,2,8,12:50:00,
003419,2,7,20:00:00,
003420,1,11,21:44:00,
003421,2,5,21:42:00,
003422,3,11,13:18:00,
003423,2,11,11:20:00,
003424,3,2,21:33:00,
003425,2,4,09:25:00,
003426,3,3,10:49:00,
003427,3,11,16:50:00,
003428,1,10,19:28:00,
003429,3,6,10:03:00,
003430,3,5,09:21:00,
003431,3,2,18:38:00,
003432,2,4,19:34:00,
003433,1,5,19:22:00,
003434,1,6,13:06:00,
003435,1,2,10:37:00,
003436,2,5,16:29:00,
003437,2,7,20:02:00,
003438,1,11,14:50:00,
003439,1,9,11:15:00,
003440,2,11,10:36:00,
003441,3,8,13:24:00,
003442,2,9,16:41:00,
003443,2,7,10:03:00,
003444,3,5,09:26:00,
003445,1,6,15:27:00,
003446,3,7,19:49:00,
003447,2,8,11:13:00,
003448,1,6,18:43:00,
003449,1,3,16:03:00,
003450,2,9,10:14:00,
003451,2,7,20:43:00,
003452,2,5,11:16:00,
003453,1,9,10:14:00,
003454,3,9,21:12:00,
003455,1,2,10:49:00,
003456,1,8,13:37:00,
003457,3,4,20:31:00,
003458,2,6,20:04:00,
003459,1,4,15:13:00,
003460,2,6,13:20:00,
003461,1,2,16:05:00,
003462,2,2,16:24:00,
003463,1,5,15:19:00,
003464,1,10,09:20:00,
003465,1,10,20:02:00,
003466,2,5,13:35:00,
003467,2,9,13:19:00,
003468,2,11,21:34:00,
003469,3,3,17:38:00,
003470,1,5,09:49:00,
003471,1,4,10:40:00,
003472,3,11,19:06:00,
003473,3,11,16:33:00,
003474,1,8,10:32:00,
003475,3,11,16:07:00,
003476,3,8,18:34:00,
003477,1,2,19:39:00,
003478,1,7,18:28:00,
003479,2,2,16:13:00,
003480,2,11,16:46:00,
003481,1,9,12:04:00,
003482,2,3,14:44:00,
003483,1,6,13:36:00,
003484,1,4,10:32:00,
003485,3,3,16:33:00,
003486,3,8,14:47:00,
003487,2,8,21:45:00,
003488,2,8,20:19:00,
003489,2,7,18:00:00,
003490,2,8,16:49:00,
003491,2,9,17:09:00,
003492,2,3,15:42:00,
003493,1,11,15:20:00,
003494,2,5,15:13:00,
003495,1,2,14:17:00,
003496,3,4,12:42:00,
003497,3,6,14:28:00,
003498,1,5,09:06:00,
003499,2,10,11:11:00,
003500,2,11,17:09:00,
003501,3,10,16:15:00,
003502,2,11,17:36:00,
003503,3,10,11:02:00,
003504,3,6,12:26:00,
003505,1,6,16:30:00,
003506,1,2,09:41:00,
003507,3,4,17:35:00,
003508,3,11,10:42:00,
003509,2,2,17:44:00,
003510,2,11,21:10:00,
003511,3,4,10:29:00,
003512,2,7,10:35:00,
003513,2,7,20:13:00,
003514,1,3,15:41:00,
003515,1,4,11:04:00,
003516,2,11,19:36:00,
003517,3,6,17:34:00,
003518,1,11,12:11:00,
003519,3,9,14:34:00,
003520,3,4,20:07:00,
003521,2,5,15:18:00,
003522,2,3,15:40:00,
003523,1,4,17:26:00,
003524,2,3,16:04:00,
003525,1,5,15:16:00,
003526,3,7,17:43:00,
003527,2,7,09:18:00,
003528,2,7,12:16:00,
003529,3,6,11:20:00,
003530,3,2,14:43:00,
003531,1,8,17:24:00,
003532,2,5,10:40:00,
003533,2,3,15:12:00,
003534,3,11,12:20:00,
003535,1,2,18:37:00,
003536,1,11,19:43:00,
003537,1,3,15:50:00,
003538,2,3,19:00:00,
003539,3,11,10:32:00,
003540,3,7,16:16:00,
003541,2,9,14:21:00,
003542,2,7,11:07:00,
003543,2,4,09:45:00,
003544,3,5,21:44:00,
003545,1,9,11:46:00,
003546,2,8,21:34:00,
003547,1,7,21:49:00,
003548,2,3,10:23:00,
003549,3,8,14:05:00,
003550,2,7,15:20:00,
003551,1,9,09:50:00,
003552,2,4,20:24:00,
003553,2,9,14:03:00,
003554,3,10,09:42:00,
003555,1,5,09:07:00,
003556,2,10,15:29:00,
003557,3,10,12:17:00,
003558,3,8,10:18:00,
003559,3,7,18:44:00,
003560,1,2,17:33:00,
003561,3,3,09:44:00,
003562,2,3,15:33:00,
003563,3,2,21:28:00,
003564,2,4,16:39:00,
003565,2,2,17:25:00,
003566,2,8,12:39:00,
003567,3,11,10:16:00,
003568,2,2,20:40:00,
003569,1,9,20:15:00,
003570,1,4,17:22:00,
003571,2,5,13:20:00,
003572,3,8,11:12:00,
003573,3,4,20:17:00,
003574,3,9,11:17:00,
003575,1,3,09:18:00,
003576,3,11,15:17:00,
003577,3,10,19:33:00,
003578,3,6,21:23:00,
003579,1,3,20:13:00,
003580,1,9,18:02:00,
003581,1,3,12:48:00,
003582,1,8,13:10:00,
003583,3,11,13:22:00,
003584,2,6,15:00:00,
003585,3,5,13:04:00,
003586,1,5,20:30:00,
003587,3,9,12:21:00,
003588,2,4,20:01:00,
003589,1,3,16:11:00,
003590,2,3,19:45:00,
003591,3,6,21:18:00,
003592,1,6,10:17:00,
003593,2,4,17:35:00,
003594,1,9,18:37:00,
003595,2,7,16:49:00,
003596,3,3,17:37:00,
003597,2,5,21:18:00,
003598,2,2,20:40:00,
003599,3,2,21:21:00,
003600,2,6,18:27:00,
003601,1,11,14:25:00,
003602,2,3,17:19:00,
003603,1,5,19:02:00,
003604,1,9,16:49:00,
003605,3,6,12:12:00,
003606,3,3,09:48:00,
003607,3,8,11:29:00,
003608,3,8,17:42:00,
003609,2,8,20:14:00,
003610,2,6,16:39:00,
003611,2,4,19:00:00,
003612,3,5,18:37:00,
003613,3,11,16:20:00,
003614,1,10,18:03:00,
003615,1,11,10:28:00,
003616,3,11,13:02:00,
003617,1,8,16:07:00,
003618,3,8,15:41:00,
003619,3,4,15:05:00,
003620,3,2,16:28:00,
003621,2,7,15:42:00,
003622,2,3,15:46:00,
003623,1,9,19:37:00,
003624,2,4,14:24:00,
003625,3,10,13:33:00,
003626,2,2,19:06:00,
003627,2,7,14:06:00,
003628,3,8,18:07:00,
003629,2,2,16:40:00,
003630,2,8,14:31:00,
003631,1,8,12:49:00,
003632,3,2,21:21:00,
003633,1,5,10:01:00,
003634,2,2,18:09:00,
003635,3,11,13:27:00,
003636,3,9,12:02:00,
003637,3,3,20:11:00,
003638,2,3,14:18:00,
003639,3,9,10:17:00,
003640,1,5,12:24:00,
003641,2,9,15:34:00,
003642,1,11,16:09:00,
003643,3,10,13:12:00,
003644,1,7,16:02:00,
003645,2,11,16:27:00,
003646,2,10,18:20:00,
003647,1,7,20:19:00,
003648,1,7,09:37:00,
003649,3,6,15:11:00,
003650,3,5,20:25:00,
003651,1,9,20:43:00,
003652,1,9,17:50:00,
003653,2,7,21:24:00,
003654,1,7,11:11:00,
003655,2,9,11:40:00,
003656,1,10,21:22:00,
003657,2,7,15:34:00,
003658,3,3,17:28:00,
003659,3,10,10:28:00,
003660,3,11,17:26:00,
003661,2,4,10:09:00,
003662,3,8,10:39:00,
003663,2,7,13:31:00,
003664,2,8,13:33:00,
003665,1,3,18:31:00,
003666,3,8,09:01:00,
003667,1,2,10:39:00,
003668,2,4,09:24:00,
003669,1,5,11:15:00,
003670,3,9,12:41:00,
003671,1,2,20:08:00,
003672,3,6,17:32:00,
003673,3,5,20:24:00,
003674,1,4,14:46:00,
003675,1,11,16:12:00,
003676,2,8,18:49:00,
003677,3,3,15:50:00,
003678,2,5,11:41:00,
003679,2,9,15:42:00,
003680,3,4,17:32:00,
003681,2,11,21:46:00,
003682,2,6,16:50:00,
003683,1,7,18:10:00,
003684,2,3,14:34:00,
003685,3,6,09:05:00,
003686,3,2,09:11:00,
003687,3,6,10:26:00,
003688,3,11,11:08:00,
003689,1,10,15:30:00,
003690,1,2,14:28:00,
003691,3,9,10:10:00,
003692,2,11,15:50:00,
003693,3,10,14:12:00,
003694,2,7,18:48:00,
003695,2,8,16:32:00,
003696,2,7,11:44:00,
003697,1,6,14:31:00,
003698,2,10,15:03:00,
003699,3,5,17:23:00,
003700,3,2,09:30:00,
003701,1,10,10:18:00,
003702,3,10,20:05:00,
003703,3,11,19:19:00,
003704,2,11,21:15:00,
003705,1,2,14:24:00,
003706,1,6,10:48:00,
003707,1,4,20:46:00,
003708,3,11,10:31:00,
003709,1,7,17:08:00,
003710,3,9,10:20:00,
003711,3,11,09:06:00,
003712,1,3,13:39:00,
003713,3,2,15:50:00,
003714,2,4,16:05:00,
003715,3,7,20:26:00,
003716,3,8,19:01:00,
003717,2,2,21:34:00,
003718,2,8,13:14:00,
003719,3,10,15:17:00,
003720,1,2,10:34:00,
003721,1,8,13:14:00,
003722,2,3,15:13:00,
003723,1,4,21:11:00,
003724,1,6,12:01:00,
003725,1,5,10:36:00,
003726,1,8,09:34:00,
003727,3,7,15:08:00,
003728,3,9,13:35:00,
003729,1,4,10:41:00,
003730,2,11,10:42:00,
003731,2,9,09:21:00,
003732,2,7,10:06:00,
003733,2,4,11:21:00,
003734,2,5,20:35:00,
003735,2,5,14:06:00,
003736,3,6,12:07:00,
003737,2,5,19:19:00,
003738,3,3,14:42:00,
003739,1,5,19:09:00,
003740,1,9,13:25:00,
003741,1,6,18:08:00,
003742,1,3,20:40:00,
003743,1,8,12:31:00,
003744,1,4,15:09:00,
003745,2,5,20:11:00,
003746,1,2,20:33:00,
003747,3,4,20:41:00,
003748,1,7,17:40:00,
003749,3,11,14:26:00,
003750,3,11,20:17:00,
003751,2,11,15:39:00,
003752,3,7,10:42:00,
003753,2,7,16:38:00,
003754,1,7,11:16:00,
003755,1,4,18:40:00,
003756,3,3,18:18:00,
003757,3,10,12:32:00,
003758,2,10,12:23:00,
003759,2,2,13:24:00,
003760,3,3,19:32:00,
003761,2,6,14:04:00,
003762,2,5,09:08:00,
003763,2,4,16:45:00,
003764,1,2,10:19:00,
003765,1,8,12:03:00,
003766,2,10,12:27:00,
003767,1,2,18:49:00,
003768,1,5,18:34:00,
003769,3,10,09:21:00,
003770,2,2,14:38:00,
003771,2,4,13:14:00,
003772,2,4,12:08:00,
003773,2,11,18:06:00,
003774,2,10,15:05:00,
003775,2,8,10:40:00,
003776,3,7,12:02:00,
003777,2,10,21:24:00,
003778,2,2,15:33:00,
003779,2,7,14:50:00,
003780,3,10,17:04:00,
003781,2,8,12:24:00,
003782,3,7,14:12:00,
003783,1,3,17:21:00,
003784,3,2,20:08:00,
003785,3,7,14:02:00,
003786,2,9,10:06:00,
003787,2,10,16:11:00,
003788,2,9,18:26:00,
003789,1,6,14:27:00,
003790,3,2,14:50:00,
003791,1,10,14:23:00,
003792,1,10,17:39:00,
003793,1,3,12:38:00,
003794,2,2,17:48:00,
003795,2,8,20:16:00,
003796,3,7,19:17:00,
003797,3,2,17:30:00,
003798,3,7,18:04:00,
003799,3,9,13:13:00,
003800,2,10,21:38:00,
003801,1,2,12:32:00,
003802,2,11,16:48:00,
003803,1,11,15:43:00,
003804,2,11,14:38:00,
003805,2,10,11:22:00,
003806,3,2,10:21:00,
003807,3,10,12:20:00,
003808,1,2,19:07:00,
003809,3,3,15:48:00,
003810,2,3,12:24:00,
003811,3,10,11:05:00,
003812,2,11,13:15:00,
003813,1,11,10:22:00,
003814,1,5,14:24:00,
003815,1,6,12:25:00,
003816,3,9,15:46:00,
003817,3,6,13:19:00,
003818,2,4,11:11:00,
003819,2,6,21:47:00,
003820,3,6,17:43:00,
003821,2,9,15:00:00,
003822,2,3,13:47:00,
003823,2,10,17:09:00,
003824,1,6,20:48:00,
003825,3,5,15:21:00,
003826,3,2,11:49:00,
003827,2,2,18:06:00,
003828,2,11,16:02:00,
003829,2,3,17:22:00,
003830,2,5,21:46:00,
003831,3,11,19:34:00,
003832,3,7,09:39:00,
003833,3,7,15:35:00,
003834,1,4,15:45:00,
003835,3,4,21:33:00,
003836,3,2,20:18:00,
003837,3,11,09:29:00,
003838,3,5,18:43:00,
003839,1,7,18:11:00,
003840,2,8,17:49:00,
003841,2,10,11:45:00,
003842,2,11,17:19:00,
003843,1,5,19:18:00,
003844,2,7,11:29:00,
003845,3,6,10:09:00,
003846,2,3,19:33:00,
003847,3,8,14:47:00,
003848,1,6,20:10:00,
003849,1,8,19:23:00,
003850,2,3,19:43:00,
003851,2,8,18:06:00,
003852,3,10,15:39:00,
003853,2,10,21:39:00,
003854,3,3,20:40:00,
003855,3,4,10:05:00,
003856,2,3,17:35:00,
003857,3,9,17:41:00,
003858,3,6,21:12:00,
003859,1,3,17:19:00,
003860,1,9,10:35:00,
003861,1,11,20:40:00,
003862,1,10,17:30:00,
003863,1,5,20:49:00,
003864,3,4,15:42:00,
003865,1,5,19:05:00,
003866,1,7,18:40:00,
003867,2,3,21:16:00,
003868,1,5,13:23:00,
003869,1,9,13:34:00,
003870,1,7,10:41:00,
003871,2,6,10:23:00,
003872,1,8,13:44:00,
003873,2,9,14:46:00,
003874,1,2,20:05:00,
003875,3,5,21:46:00,
003876,2,4,21:04:00,
003877,1,7,12:30:00,
003878,2,6,21:35:00,
003879,2,4,13:41:00,
003880,2,2,16:18:00,
003881,1,10,11:12:00,
003882,1,3,09:13:00,
003883,1,6,13:14:00,
003884,2,6,10:23:00,
003885,1,9,15:08:00,
003886,3,2,10:01:00,
003887,2,5,15:49:00,
003888,3,3,11:13:00,
003889,3,2,09:24:00,
003890,2,2,17:50:00,
003891,1,8,11:50:00,
003892,1,2,19:33:00,
003893,3,11,09:28:00,
003894,1,2,20:31:00,
003895,1,3,11:48:00,
003896,3,2,10:39:00,
003897,3,8,18:01:00,
003898,2,8,17:42:00,
003899,3,10,18:17:00,
003900,2,4,18:00:00,
003901,1,2,10:33:00,
003902,2,2,18:29:00,
003903,2,3,19:09:00,
003904,1,6,19:25:00,
003905,3,3,14:20:00,
003906,2,7,10:34:00,
003907,2,10,19:09:00,
003908,1,4,11:34:00,
003909,2,8,13:38:00,
003910,1,8,09:50:00,
003911,3,3,15:35:00,
003912,2,3,12:29:00,
003913,3,5,16:32:00,
003914,2,11,21:39:00,
003915,1,4,15:15:00,
003916,1,10,15:21:00,
003917,3,10,17:46:00,
003918,1,6,09:03:00,
003919,2,7,13:26:00,
003920,2,9,12:50:00,
003921,3,3,17:47:00,
003922,1,11,14:18:00,
003923,2,2,19:18:00,
003924,2,8,13:01:00,
003925,1,6,15:06:00,
003926,2,4,20:00:00,
003927,2,8,20:20:00,
003928,1,3,12:30:00,
003929,1,9,21:19:00,
003930,1,2,17:06:00,
003931,3,11,20:00:00,
003932,1,5,12:28:00,
003933,2,5,16:25:00,
003934,1,4,16:45:00,
003935,2,5,19:03:00,
003936,3,8,15:07:00,
003937,2,2,12:47:00,
003938,3,7,10:08:00,
003939,1,6,18:49:00,
003940,1,4,13:32:00,
003941,1,11,09:33:00,
003942,3,6,17:09:00,
003943,1,5,16:06:00,
003944,3,9,16:37:00,
003945,1,9,10:41:00,
003946,2,4,17:45:00,
003947,2,4,10:42:00,
003948,2,6,13:36:00,
003949,1,11,21:06:00,
003950,1,11,20:37:00,
003951,1,11,19:29:00,
003952,1,4,12:22:00,
003953,2,8,09:06:00,
003954,2,9,09:49:00,
003955,1,6,21:13:00,
003956,1,7,17:49:00,
003957,1,11,11:10:00,
003958,2,11,09:01:00,
003959,1,3,18:42:00,
003960,2,10,16:00:00,
003961,2,11,20:49:00,
003962,1,9,09:50:00,
003963,2,2,12:31:00,
003964,3,5,16:10:00,
003965,3,11,14:21:00,
003966,2,11,17:24:00,
003967,2,7,19:02:00,
003968,3,4,16:25:00,
003969,2,3,15:26:00,
003970,3,11,19:30:00,
003971,1,7,12:27:00,
003972,1,10,19:39:00,
003973,1,4,09:39:00,
003974,2,6,09:06:00,
003975,3,4,11:03:00,
003976,2,10,16:30:00,
003977,3,9,10:11:00,
003978,1,6,17:03:00,
003979,3,4,15:45:00,
003980,2,8,16:01:00,
003981,1,2,20:10:00,
003982,2,7,13:42:00,
003983,2,6,11:08:00,
003984,2,7,14:32:00,
003985,3,11,17:32:00,
003986,1,7,11:25:00,
003987,2,2,20:18:00,
003988,1,10,10:24:00,
003989,1,9,17:10:00,
003990,2,6,14:24:00,
003991,2,3,11:27:00,
003992,1,9,18:26:00,
003993,2,3,10:29:00,
003994,1,11,11:22:00,
003995,2,7,14:15:00,
003996,2,11,10:50:00,
003997,2,5,19:06:00,
003998,2,2,16:00:00,
003999,3,9,20:05:00,
004000,2,9,18:37:00,
004001,1,3,09:49:00,
004002,1,3,18:49:00,
004003,2,4,17:08:00,
004004,3,8,12:34:00,
004005,3,7,10:27:00,
004006,3,10,20:41:00,
004007,3,4,20:44:00,
004008,1,3,12:28:00,
004009,3,5,20:02:00,
004010,2,5,21:08:00,
004011,2,8,19:09:00,
004012,3,9,16:25:00,
004013,1,5,19:48:00,
004014,2,10,18:24:00,
004015,2,2,20:03:00,
004016,3,11,13:38:00,
004017,3,10,14:10:00,
004018,3,3,18:16:00,
004019,2,9,16:29:00,
004020,1,5,18:23:00,
004021,1,10,13:27:00,
004022,1,10,20:48:00,
004023,3,8,17:08:00,
004024,2,8,21:01:00,
004025,2,2,11:44:00,
004026,1,11,15:42:00,
004027,1,10,20:03:00,
004028,2,4,19:03:00,
004029,3,3,13:09:00,
004030,2,3,15:02:00,
004031,1,8,19:26:00,
004032,1,11,11:37:00,
004033,1,4,14:14:00,
004034,1,6,17:16:00,
004035,1,11,12:34:00,
004036,1,7,15:11:00,
004037,1,11,20:39:00,
004038,1,9,21:04:00,
004039,1,5,12:40:00,
004040,1,6,17:16:00,
004041,1,5,13:17:00,
004042,3,2,20:00:00,
004043,2,3,12:05:00,
004044,3,10,13:48:00,
004045,2,6,10:11:00,
004046,3,5,11:17:00,
004047,2,9,10:41:00,
004048,1,9,16:25:00,
004049,2,2,17:31:00,
004050,3,5,10:33:00,
004051,1,11,14:31:00,
004052,3,9,19:36:00,
004053,2,6,15:03:00,
004054,2,10,12:32:00,
004055,1,9,17:42:00,
004056,3,11,11:14:00,
004057,1,5,13:08:00,
004058,2,6,15:39:00,
004059,1,11,13:13:00,
004060,2,9,20:28:00,
004061,3,9,19:11:00,
004062,3,9,19:22:00,
004063,2,5,14:19:00,
004064,2,2,11:15:00,
004065,1,8,12:11:00,
004066,2,10,17:28:00,
004067,2,9,11:13:00,
004068,1,9,09:45:00,
004069,1,3,15:49:00,
004070,3,5,19:26:00,
004071,1,9,20:46:00,
004072,2,6,17:34:00,
004073,1,4,20:08:00,
004074,1,3,16:39:00,
004075,3,5,10:40:00,
004076,1,4,15:42:00,
004077,2,2,15:15:00,
004078,2,6,21:31:00,
004079,2,6,18:25:00,
004080,1,4,17:20:00,
004081,2,3,18:23:00,
004082,3,5,11:33:00,
004083,1,3,15:30:00,
004084,1,5,13:17:00,
004085,1,10,15:14:00,
004086,3,2,17:40:00,
004087,2,4,21:00:00,
004088,3,10,21:07:00,
004089,3,4,17:45:00,
004090,2,8,14:14:00,
004091,3,7,11:31:00,
004092,3,11,09:35:00,
004093,3,7,15:32:00,
004094,2,4,21:14:00,
004095,3,4,16:48:00,
004096,2,10,20:06:00,
004097,1,10,09:38:00,
004098,2,8,12:15:00,
004099,1,6,18:11:00,
004100,3,2,09:42:00,
004101,1,11,19:38:00,
004102,1,3,09:29:00,
004103,2,2,18:27:00,
004104,2,9,19:46:00,
004105,3,7,10:33:00,
004106,1,2,16:17:00,
004107,1,3,18:20:00,
004108,2,11,09:42:00,
004109,2,4,13:26:00,
004110,3,4,19:01:00,
004111,3,9,15:05:00,
004112,2,6,17:05:00,
004113,1,11,14:31:00,
004114,2,10,19:04:00,
004115,2,4,15:05:00,
004116,2,6,11:38:00,
004117,3,8,13:08:00,
004118,3,9,20:37:00,
004119,2,5,09:07:00,
004120,1,7,15:15:00,
004121,3,8,14:01:00,
004122,1,6,12:14:00,
004123,2,2,12:21:00,
004124,3,5,14:38:00,
004125,3,10,19:15:00,
004126,3,3,21:19:00,
004127,1,2,20:34:00,
004128,1,6,18:38:00,
004129,1,5,20:01:00,
004130,1,9,10:15:00,
004131,2,3,19:42:00,
004132,3,11,20:36:00,
004133,3,6,16:42:00,
004134,3,10,13:43:00,
004135,1,9,12:48:00,
004136,1,2,12:32:00,
004137,2,3,19:44:00,
004138,2,3,18:36:00,
004139,1,2,18:40:00,
004140,2,6,09:44:00,
004141,3,11,12:48:00,
004142,3,7,20:41:00,
004143,2,4,11:14:00,
004144,2,10,09:21:00,
004145,2,4,09:34:00,
004146,1,10,14:08:00,
004147,2,5,21:27:00,
004148,2,2,16:31:00,
004149,3,5,14:39:00,
004150,1,11,10:03:00,
004151,3,2,20:30:00,
004152,2,10,13:16:00,
004153,2,11,12:49:00,
004154,3,3,13:02:00,
004155,2,2,16:36:00,
004156,3,6,09:47:00,
004157,2,5,17:26:00,
004158,3,10,13:03:00,
004159,1,10,14:32:00,
004160,1,2,18:18:00,
004161,3,3,18:12:00,
004162,3,10,09:10:00,
004163,1,6,16:10:00,
004164,1,8,18:01:00,
004165,2,7,09:49:00,
004166,3,8,20:37:00,
004167,3,2,16:11:00,
004168,1,5,16:15:00,
004169,3,11,14:15:00,
004170,2,10,21:50:00,
004171,1,8,09:22:00,
004172,1,3,10:15:00,
004173,1,4,13:38:00,
004174,2,10,21:05:00,
004175,3,3,09:07:00,
004176,3,3,14:09:00,
004177,1,2,17:16:00,
004178,3,6,12:32:00,
004179,2,7,16:02:00,
004180,2,2,18:26:00,
004181,3,5,17:12:00,
004182,2,7,17:13:00,
004183,3,10,14:44:00,
004184,3,6,14:47:00,
004185,2,4,18:06:00,
004186,2,8,09:25:00,
004187,2,4,17:16:00,
004188,2,11,14:04:00,
004189,2,2,09:07:00,
004190,3,11,20:42:00,
004191,1,2,14:23:00,
004192,1,10,10:26:00,
004193,1,8,19:49:00,
004194,1,2,09:44:00,
004195,2,10,16:49:00,
004196,3,10,17:46:00,
004197,2,7,10:04:00,
004198,2,5,10:10:00,
004199,2,8,17:01:00,
004200,2,10,14:14:00,
004201,3,7,10:02:00,
004202,2,3,20:10:00,
004203,3,9,16:33:00,
004204,2,4,14:26:00,
004205,1,7,10:32:00,
004206,3,3,19:06:00,
004207,1,5,16:50:00,
004208,2,4,14:42:00,
004209,1,5,13:37:00,
004210,3,9,10:08:00,
004211,3,11,21:02:00,
004212,3,11,12:49:00,
004213,2,10,14:34:00,
